tick,score,avg_sentience,avg_recursion_depth,meta_reflections,cluster_count,symbol_entropy,symbol_usage,valence,arousal,dominance,emotion_ch4,emotion_ch5
508450,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508500,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508550,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508600,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508650,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508700,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508750,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508800,0.048734,0.097468,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508850,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508900,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
508950,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509000,0.048734,0.097468,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509050,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509100,0.0487965,0.097593,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509150,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509200,0.048734,0.097468,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509250,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509300,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509350,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509400,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509450,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509500,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509550,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509600,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509650,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509700,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509750,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509800,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509850,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509900,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
509950,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510000,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510050,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510100,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510150,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510200,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510250,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510300,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510350,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510400,0.048734,0.097468,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510450,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510500,0.0487965,0.097593,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510550,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510600,0.048734,0.097468,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510650,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510700,0.0487965,0.097593,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510750,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510800,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510850,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510900,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
510950,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511000,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511050,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511100,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511150,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511200,0.0487445,0.097489,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511250,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511300,0.048807,0.097614,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511302,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511303,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511304,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511305,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511306,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511307,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511308,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511309,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511310,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511311,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511312,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511313,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511314,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511315,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511316,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511317,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511318,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511319,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511320,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511321,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511322,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511323,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511324,0.0488175,0.097635,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511325,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511326,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511327,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511328,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511329,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511330,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511331,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511332,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511333,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511334,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511335,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511336,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511337,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511338,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511339,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511340,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511341,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511342,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511343,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511344,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511345,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511346,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511347,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511348,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511349,0.048828,0.097656,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511350,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511351,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511352,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
